game_id,spread
0022500001,6.5
0022500002,-2.5
0022500003,-2.0
0022500004,3.0
0022500080,5.0
0022500081,8.5
0022500082,5.5
0022500083,6.0
0022500084,-2.5
0022500085,4.0
0022500086,10.0
0022500087,-9.5
0022500088,4.0
0022500089,-4.5
0022500005,-7.5
0022500006,2.0
0022500018,3.5
0022500019,-1.5
0022500090,6.0
0022500091,-11.5
0022500092,2.0
0022500093,6.5
0022500094,3.0
0022500095,-4.0
0022500096,9.5
0022500097,-2.5
0022500098,6.0
0022500099,10.0
0022500100,6.0
0022500101,-8.5
0022500102,5.0
0022500103,2.0
0022500104,13.0
0022500105,10.5
0022500106,2.5
0022500107,6.5
0022500108,-3.0
0022500109,1.5
0022500110,12.0
0022500111,-1.0
0022500112,8.0
0022500113,3.5
0022500007,-2.0
0022500008,-6.5
0022500114,-6.5
0022500115,-2.5
0022500116,16.0
0022500117,-4.5
0022500118,4.5
0022500119,-8.5
0022500120,2.0
0022500121,8.0
0022500122,-3.0
0022500123,-4.5
0022500124,4.5
0022500125,-2.0
0022500126,9.0
0022500127,-1.5
0022500128,-3.5
0022500129,-2.0
0022500130,-8.5
0022500131,-5.5
0022500132,4.5
0022500133,6.0
0022500134,11.5
0022500135,-3.0
0022500136,7.5
0022500137,-2.0
0022500138,-3.5
0022500139,-7.5
0022500140,15.5
0022500141,5.5
0022500020,-2.0
0022500021,-2.0
0022500022,4.5
0022500023,-5.0
0022500024,-2.0
0022500025,3.0
0022500026,-5.5
0022500027,11.0
0022500142,6.5
0022500143,-4.5
0022500144,-11.0
0022500145,-9.0
0022500146,-4.5
0022500147,7.5
0022500148,13.0
0022500149,-4.5
0022500150,-1.5
0022500151,6.5
0022500152,4.5
0022500153,7.5
0022500154,-5.0
0022500155,5.0
0022500156,-9.5
0022500157,-6.0
0022500158,10.5
0022500159,13.0
0022500160,12.5
0022500161,-4.0
0022500162,11.5
0022500163,9.5
0022500164,7.5
0022500165,2.0
0022500166,-3.5
0022500167,2.0
0022500168,2.5
0022500169,10.5
0022500170,-8.5
0022500171,12.0
0022500172,10.0
0022500173,6.5
0022500174,13.0
0022500175,3.5
0022500176,-7.5
0022500177,8.5
0022500178,9.0
0022500179,-2.0
0022500180,-3.5
0022500181,3.0
0022500182,2.5
0022500028,3.5
0022500029,-13.5
0022500030,2.5
0022500031,-10.5
0022500032,-4.0
0022500033,7.0
0022500034,4.0
0022500035,4.5
0022500036,12.5
0022500037,9.5
0022500038,-11.5
0022500183,-4.5
0022500184,5.0
0022500185,-5.0
0022500186,8.5
0022500187,-3.5
0022500188,11.0
0022500189,9.0
0022500190,4.5
0022500191,-4.0
0022500192,15.5
0022500193,4.0
0022500194,-10.5
0022500195,-4.5
0022500196,13.0
0022500197,-4.5
0022500198,-8.5
0022500199,11.0
0022500200,2.0
0022500201,-7.5
0022500202,-5.0
0022500203,-3.5
0022500204,8.5
0022500205,-7.5
0022500206,4.5
0022500207,-9.5
0022500208,10.0
0022500209,-1.5
0022500210,8.5
0022500211,-2.0
0022500212,-8.0
0022500213,-2.5
0022500214,-2.5
0022500215,4.0
0022500216,8.5
0022500217,4.5
0022500218,17.0
0022500219,-8.0
0022500220,3.5
0022500221,-2.0
0022500222,8.0
0022500223,-4.0
0022500224,-4.5
0022500225,7.5
0022500226,3.5
0022500227,-1.5
0022500039,6.5
0022500040,14.5
0022500041,1.0
0022500042,7.5
0022500043,9.0
0022500044,11.5
0022500045,-9.5
0022500046,-3.0
0022500047,2.5
0022500228,10.5
0022500229,-17.0
0022500230,-6.0
0022500231,2.0
0022500232,-1.0
0022500233,5.0
0022500234,7.0
0022500235,3.0
0022500236,7.5
0022500237,-10.5
0022500238,-4.0
0022500239,1.5
0022500240,-4.5
0022500241,6.0
0022500242,8.5
0022500243,5.5
0022500244,1.0
0022500245,7.5
0022500246,14.0
0022500247,-18.5
0022500248,12.5
0022500249,-2.5
0022500250,-11.0
0022500251,-1.5
0022500252,6.0
0022500253,13.0
0022500254,2.0
0022500255,-1.5
0022500256,-2.0
0022500257,10.5
0022500258,-2.0
0022500260,-10.5
0022500261,18.5
0022500259,16.0
0022500262,-8.5
0022500263,-3.5
0022500264,6.5
0022500265,3.0
0022500266,-1.5
0022500267,1.0
0022500048,14.0
0022500049,14.0
0022500050,14.0
0022500051,2.5
0022500052,3.5
0022500053,-4.5
0022500054,3.0
0022500055,-17.0
0022500056,10.5
0022500268,1.5
0022500269,2.0
0022500270,-9.5
0022500271,12.5
0022500272,-8.0
0022500273,1.0
0022500274,11.0
0022500275,1.0
0022500276,8.0
0022500277,4.0
0022500278,7.5
0022500279,11.5
0022500280,16.5
0022500281,1.5
0022500282,-9.0
0022500283,-10.0
0022500284,1.5
0022500285,-12.5
0022500286,7.5
0022500287,-6.5
0022500288,1.0
0022500289,-5.0
0022500290,-6.5
0022500291,13.5
0022500292,-10.0
0022500057,-11.0
0022500058,-4.5
0022500059,5.5
0022500060,-2.0
0022500061,-6.5
0022500062,10.0
0022500063,10.5
0022500064,10.5
0022500065,-3.5
0022500066,3.5
0022500067,1.0
0022500068,-4.0
0022500069,-6.5
0022500070,-7.0
0022500071,-3.0
0022500072,3.5
0022500073,6.5
0022500074,7.5
0022500075,14.5
0022500076,6.5
0022500077,3.0
0022500078,9.5
0022500079,6.5
0022500293,6.0
0022500294,-7.0
0022500295,-2.5
0022500296,4.0
0022500297,11.5
0022500298,10.0
0022500299,-4.0
0022500300,9.0
0022500301,-11.5
0022500302,7.5
0022500303,8.5
0022500304,3.0
0022500305,-11.5
0022500306,4.5
0022500307,-3.0
0022500308,15.5
0022500309,9.5
0022500310,-5.0
0022500311,-10.0
0022500312,-4.5
0022500313,6.0
0022500314,9.5
0022500315,11.0
0022500316,-11.5
0022500317,5.5
0022500318,13.0
0022500319,5.0
0022500320,-1.0
0022500321,-12.5
0022500322,5.0
0022500323,-11.0
0022500324,10.0
0022500325,-8.0
0022500326,8.0
0022500327,2.0
0022500328,9.0
0022500329,8.0
0022500330,15.5
0022500331,-4.5
0022500332,-4.5
0022500333,4.0
0022500334,-11.0
0022500335,-5.0
0022500336,2.0
0022500337,-12.0
0022500338,9.0
0022500339,7.0
0022500340,-3.5
0022500341,5.5
0022500342,8.5
0022500343,16.0
0022500344,6.0
0022500345,4.5
0022500346,8.5
0022500347,-2.0
0022500348,-1.0
0022500349,15.5
0022500350,4.0
0022500351,-9.5
0022500352,9.5
0022500353,12.5
0022500354,8.5
0022500355,8.0
0022500356,-6.5
0022500357,1.0
0022500358,-3.5
0022500359,-10.5
0022500360,2.0
0022500361,-1.0
0022500362,-2.5
0022500363,-11.5
0022500364,4.0
0022500365,8.0
0022500366,-8.0
0022501201,1.5
0022501202,-6.0
0022501203,15.5
0022501204,7.0
0022501205,9.0
0022501206,-9.5
0022501207,-4.0
0022501208,-10.5
0022501209,-2.5
0022501210,7.0
0022501211,5.0
0022501212,-17.0
0022501213,7.5
0022501214,7.5
0022501215,5.0
0022501229,-4.0
0022501230,10.0
0022501216,10.0
0022501217,4.5
0022501218,12.5
0022501219,-1.0
0022501220,10.0
0022501221,-5.0
0022501223,4.5
0022501228,1.5
0022501222,1.0
0022501224,-1.0
0022501225,-1.0
0022501226,5.5
0022501227,5.0
0062500001,2.5
0022500367,-5.5
0022500368,6.5
0022500369,17.0
0022500370,16.0
0022500371,2.5
0022500372,-2.5
0022500373,-11.5
0022500374,-4.5
0022500375,-9.5
0022500376,-1.5
0022500377,4.5
0022500378,-2.0
0022500379,-7.0
0022500380,6.5
0022500381,8.0
0022500382,3.5
0022500383,-6.0
0022500384,8.0
0022500385,-7.0
0022500386,-3.0
0022500387,-2.5
0022500388,4.0
0022500389,5.0
0022500390,8.5
0022500391,12.5
0022500392,4.5
0022500393,-10.5
0022500394,-10.0
0022500395,4.0
0022500396,-2.0
0022500397,-4.0
0022500398,5.0
0022500399,-14.0
0022500400,7.5
0022500401,-10.5
0022500402,9.5
0022500403,11.0
0022500404,4.0
0022500405,20.5
0022500406,11.5
0022500407,5.0
0022500408,-8.0
0022500409,8.0
0022500410,9.5
0022500411,3.5
0022500412,10.0
0022500413,-1.5
0022500414,5.5
0022500415,-1.0
0022500416,8.0
0022500417,-6.5
0022500418,2.0
0022500419,-6.5
0022500420,-4.0
0022500421,-10.0
0022500422,-7.0
0022500009,-3.5
0022500010,10.5
0022500011,10.5
0022500012,-5.0
0022500013,-1.0
0022500423,2.5
0022500424,3.0
0022500425,-8.0
0022500426,-5.0
0022500427,-5.5
0022500428,2.5
0022500429,-5.0
0022500430,-8.0
0022500431,3.0
0022500432,-1.0
0022500433,-1.5
0022500434,-4.5
0022500435,-4.5
0022500436,6.5
0022500437,3.0
0022500438,2.0
0022500439,12.0
0022500440,13.0
0022500441,-6.0
0022500442,17.5
0022500443,-8.0
0022500444,-9.5
0022500445,1.0
0022500446,12.0
0022500447,-4.0
0022500448,-11.0
0022500449,-2.0
0022500450,1.5
0022500451,-6.0
0022500452,-6.0
0022500453,15.5
0022500454,-9.5
0022500455,17.0
0022500456,-1.5
0022500457,2.0
0022500458,3.5
0022500459,-4.0
0022500460,-3.0
0022500461,10.0
0022500462,-8.0
0022500463,-3.0
0022500464,-7.0
0022500465,11.0
0022500466,6.0
0022500467,2.0
0022500468,6.0
0022500469,15.0
0022500470,18.5
0022500471,-17.0
0022500472,2.5
0022500473,1.0
0022500474,-8.0
0022500475,20.0
0022500476,-1.0
0022500477,5.0
0022500478,14.0
0022500479,6.0
0022500480,-8.5
0022500481,5.0
0022500482,-3.5
0022500483,14.5
0022500484,-16.5
0022500485,8.0
0022500486,-6.5
0022500487,4.0
0022500488,4.0
0022500489,2.5
0022500490,5.0
0022500491,-9.5
0022500492,9.0
0022500493,-3.5
0022500494,3.5
0022500495,5.5
0022500496,1.5
0022500497,7.0
0022500498,-12.0
0022500499,-12.5
0022500500,-5.0
0022500501,3.5
0022500502,-1.0
0022500503,10.5
0022500504,2.5
0022500505,9.0
0022500506,16.0
0022500507,15.0
0022500508,-4.0
0022500509,5.5
0022500510,-6.5
0022500511,-7.5
0022500512,-6.0
0022500513,5.5
0022500514,-5.5
0022500515,-5.0
0022500516,-2.0
0022500517,8.0
0022500518,16.0
0022500519,10.5
0022500520,9.5
0022500521,-2.5
0022500522,5.5
0022500523,8.5
0022500524,-6.0
0022500525,19.5
0022500526,6.5
0022500527,-7.5
0022500528,4.0
0022500530,2.5
0022500531,-5.0
0022500532,9.5
0022500533,-3.5
0022500534,-3.0
0022500535,-6.0
0022500536,-6.0
0022500537,-3.0
0022500538,-1.0
0022500539,15.0
0022500540,-7.0
0022500541,3.0
0022500542,3.0
0022500543,-6.5
0022500544,1.5
0022500545,-1.5
0022500546,4.5
0022500547,-6.0
0022500548,7.5
0022500549,7.5
0022500550,-1.0
0022500551,-5.0
0022500552,2.5
0022500553,15.0
0022500554,-6.0
0022500555,15.0
0022500556,7.5
0022500557,-14.0
0022500558,13.0
0022500559,-5.0
0022500560,-3.0
0022500561,3.5
0022500562,-9.5
0022500563,4.5
0022500564,1.5
0022500565,12.0
0022500566,1.5
0022500567,-2.0
0022500568,8.5
0022500569,1.5
0022500570,11.0
0022500571,1.5
0022500572,1.0
0022500573,5.0
0022500574,-1.0
0022500575,1.5
0022500576,-11.0
0022500577,11.0
0022500578,5.5
0022500579,7.0
0022500580,-3.0
0022500581,-4.5
0022500582,7.0
0022500583,2.5
0022500584,7.5
0022500585,-4.0
0022500586,3.5
0022500587,1.0
0022500588,5.0
0022500589,2.5
0022500590,2.5
0022500591,4.0
0022500592,7.5
0022500593,3.0
0022500594,-3.5
0022500595,16.0
0022500596,1.0
0022500597,-11.5
0022500598,5.0
0022500599,7.5
0022500600,10.0
0022500601,3.5
0022500602,-3.0
0022500603,7.0
0022500604,14.0
0022500605,-2.5
0022500606,-1.0
0022500607,2.5
0022500014,1.5
0022500015,-6.0
0022500016,12.5
0022500017,2.5
0022500608,-6.5
0022500609,7.0
0022500610,-9.5
0022500611,16.5
0022500612,5.0
0022500613,-2.5
0022500614,2.5
0022500615,4.5
0022500616,-12.5
0022500617,-3.5
0022500618,4.5
0022500619,-4.0
0022500620,-3.5
0022500621,10.0
0022500622,12.5
0022500623,1.5
0022500624,-7.5
0022500625,-12.5
0022500626,-5.0
0022500627,4.0
0022500628,-2.0
0022500629,-6.0
0022500630,-6.5
0022500631,9.0
0022500632,-12.0
0022500633,2.5
0022500634,3.0
0022500635,4.0
0022500636,-2.5
0022500637,-8.0
0022500638,13.0
0022500639,5.0
0022500640,8.5
0022500641,15.5
0022500642,-3.5
0022500643,-1.0
0022500645,11.5
0022500646,1.0
0022500647,-3.0
0022500648,-4.0
0022500649,-6.5
0022500644,6.0
0022500650,13.0
0022500653,11.0
0022500654,11.5
0022500655,4.5
0022500656,10.5
0022500657,2.0
0022500658,5.0
0022500659,5.5
0022500660,8.5
0022500661,-1.5
0022500662,11.0
0022500663,8.0
0022500664,-7.0
0022500665,14.5
0022500666,10.0
0022500667,14.5
0022500668,-7.5
0022500669,8.0
0022500670,-8.5
0022500671,4.0
0022500672,-2.0
0022500673,5.5
0022500674,3.0
0022500675,2.0
0022500676,-2.0
0022500677,-8.5
0022500678,-9.0
0022500679,3.0
